Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,30.96,6,0.2,11.223
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,16.52,5,0.2,1.652
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,182.352,3,0.2,-18.2352
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,118.16,2,0.2,-25.109
Second Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Storage,96.36,6,0.0,25.0536
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,8.016,3,0.2,1.1022
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Phones,259.896,2,0.4,-56.3108
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Phones,247.188,2,0.4,-49.4376
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Accessories,279.96,5,0.2,48.993
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,3.552,2,0.2,0.444
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,172.764,2,0.1,13.4372
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.52,2,0.0,1.6896
Second Class,Corporate,United States,Elyria,Ohio,44035,East,Office Supplies,Binders,1.824,1,0.7,-1.3984
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,64.96,4,0.0,9.744
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,13.248,4,0.2,3.6432
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,83.988,2,0.4,-20.997
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Art,17.12,4,0.0,4.9648
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Paper,59.94,3,0.0,28.1718
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3050.376,3,0.2,1143.891
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,133.98,2,0.0,33.495
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Labels,17.712,6,0.2,5.9778
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,4.86,3,0.7,-3.564
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,6.258,2,0.7,-5.215
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,37.68,2,0.0,10.5504
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Paper,51.84,8,0.0,24.8832
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,27.42,3,0.0,9.3228
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,5.4,3,0.0,2.592
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,288.0,4,0.2,57.6
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Appliances,26.88,6,0.0,6.72
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,10.896,2,0.2,3.8136
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Bookcases,287.976,3,0.2,7.1994
Standard Class,Home Office,United States,Burlington,Vermont,5408,East,Technology,Phones,1294.75,5,0.0,336.635
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1799.97,5,0.4,239.996
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,34.77,3,0.0,11.4741
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,18.9,3,0.0,8.694
Standard Class,Corporate,United States,Utica,New York,13501,East,Furniture,Furnishings,40.48,2,0.0,14.5728
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,33.282,3,0.7,-27.735
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,118.65,5,0.4,19.775
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,14.76,5,0.2,4.9815
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,307.98,2,0.0,89.3142
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,44.1,6,0.0,20.727
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,13.12,4,0.0,5.6416
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,16.56,2,0.0,7.7832
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,38.88,6,0.0,18.6624
Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,6.912,3,0.2,2.5056
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,1217.568,2,0.2,456.588
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.236,3,0.7,-6.03
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,4.824,3,0.2,1.7487
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,91.36,5,0.2,29.692
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,130.112,2,0.2,13.0112
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,123.92,4,0.0,55.764
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,55.6,5,0.2,6.255
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,617.976,3,0.2,-7.7247
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Labels,31.05,3,0.0,14.904
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,8.92,4,0.0,3.9248
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Binders,209.6,4,0.0,96.416
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Appliances,111.04,4,0.0,29.9808
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,38.88,6,0.0,18.6624
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,101.994,2,0.7,-71.3958
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,18.264,2,0.7,-13.3936
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Technology,Machines,480.0,4,0.0,225.6
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Storage,34.05,3,0.0,9.534
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.528,4,0.7,-4.5696
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.862,3,0.7,-2.2896
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,20.856,8,0.7,-16.6848
Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Labels,30.53,1,0.0,14.0438
Same Day,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,30.84,3,0.0,6.168
Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,75.06,9,0.0,33.777
Standard Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Labels,21.93,3,0.0,10.3071
Standard Class,Corporate,United States,Jamestown,New York,14701,East,Technology,Accessories,159.98,2,0.0,57.5928
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,12.672,3,0.2,3.96
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,1119.888,14,0.2,209.979
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,12.3,5,0.0,6.15
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,72.0,1,0.2,14.4
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,470.155,7,0.3,-13.433
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,19.728,9,0.2,1.7262
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Technology,Phones,151.188,2,0.4,-25.198
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,271.764,2,0.1,60.392
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,47.496,1,0.2,-1.1874
Second Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,5.76,2,0.0,2.8224
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,458.43,5,0.3,-124.431
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,3.816,1,0.2,1.1925
First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,135.8,7,0.0,66.542
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,166.92,13,0.7,-116.844
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,117.882,1,0.1,1.3098
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,20.97,3,0.0,9.0171
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,139.96,4,0.0,9.7972
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,37.74,3,0.0,12.8316
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,14.82,3,0.0,6.2244
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,191.82,3,0.0,61.3824
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,13.904,2,0.2,4.5188
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,25.92,4,0.0,12.4416
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0.0,5.8708
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,66.03,3,0.0,17.1678
First Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,2621.322,11,0.1,553.3902
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Fasteners,36.48,6,0.0,18.24
Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Technology,Phones,90.48,2,0.0,23.5248
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,11.352,3,0.2,2.6961
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,7.218,3,0.7,-5.5338
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Supplies,27.2,4,0.2,2.04
Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,295.4,5,0.2,-62.7725
Second Class,Corporate,United States,Troy,Ohio,45373,East,Office Supplies,Paper,15.552,3,0.2,5.4432
Second Class,Corporate,United States,Troy,Ohio,45373,East,Furniture,Bookcases,482.94,6,0.5,-376.6932
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,429.6,2,0.4,-93.08
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.968,2,0.2,6.3936
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,887.271,3,0.3,-63.3765
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,21.696,4,0.2,7.0512
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,78.759,9,0.7,-57.7566
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Bookcases,301.47,3,0.5,-241.176
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,18.656,2,0.2,1.6324
Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Furniture,Furnishings,27.46,2,0.0,9.8856
Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Office Supplies,Appliances,125.13,3,0.0,36.2877
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,43.6,4,0.0,12.208
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Technology,Accessories,99.98,2,0.0,42.9914
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Art,8.04,6,0.0,2.7336
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Storage,1564.29,13,0.0,406.7154
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,19.312,2,0.2,3.1382
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Appliances,101.96,2,0.0,27.5292
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Paper,259.74,13,0.0,124.6752
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Technology,Accessories,255.42,9,0.0,104.7222
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,13.98,2,0.0,3.9144
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,23.65,1,0.0,6.149
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Supplies,3.488,2,0.2,-0.6976
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Technology,Accessories,21.728,4,0.2,3.8024
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Storage,663.072,6,0.2,-165.768
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Binders,99.588,2,0.7,-82.99
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Paper,49.568,2,0.2,15.49
First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Furniture,Bookcases,120.98,1,0.0,12.098
First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Binders,315.98,1,0.0,148.5106
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,28.752,3,0.2,10.0632
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,114.95,5,0.0,32.186
Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Art,15.48,3,0.0,4.4892
Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Paper,51.84,8,0.0,24.8832
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,20.664,7,0.2,6.9741
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,44.688,7,0.2,3.3516
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,301.47,3,0.5,-204.9996
First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,147.568,2,0.2,-3.6892
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.64,1,0.2,1.365
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,881.93,7,0.0,220.4825
Same Day,Consumer,United States,Freeport,New York,11520,East,Furniture,Chairs,102.582,1,0.1,6.8388
Same Day,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Paper,20.04,3,0.0,9.6192
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,32.088,7,0.2,11.2308
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,4305.552,6,0.2,1453.1238
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,10.02,3,0.0,4.4088
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,631.96,4,0.0,303.3408
