,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
9386,Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Paper,79.92,4,0.0,37.5624
9387,Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Paper,12.28,1,0.0,5.7716
9388,Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Appliances,542.94,3,0.0,152.0232
9389,Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Envelopes,2.04,1,0.0,0.9588
9393,First Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,629.95,5,0.0,157.4875
9394,First Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,631.782,2,0.1,140.396
9395,First Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,801.568,2,0.2,-10.0196
9396,First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,75.18,6,0.0,35.3346
9397,First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,30.98,1,0.0,8.0548
9398,First Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,1349.91,9,0.0,661.4559
9402,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,209.148,2,0.4,-66.2302
9403,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,1591.02,6,0.0,286.3836
9404,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,7.92,5,0.2,1.683
9407,Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,1071.0,9,0.0,171.36
9408,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,12.07,1,0.0,3.9831
9409,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.273,1,0.7,-2.5093
9410,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,87.92,5,0.2,15.386
9425,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,3785.292,6,0.1,420.588
9427,Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Furnishings,199.9,5,0.0,39.98
9431,Same Day,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,5.904,2,0.2,1.9926
9436,Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,2.946,2,0.7,-2.0622
9438,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,285.576,4,0.4,-57.1152
9440,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,14.62,2,0.0,6.7252
9441,Second Class,Consumer,United States,Kent,Ohio,44240,East,Office Supplies,Appliances,48.36,5,0.2,6.045
9460,Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,34.44,3,0.0,17.22
9463,First Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,19.456,4,0.2,3.4048
9464,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Labels,17.28,6,0.0,7.9488
9466,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,164.688,6,0.2,55.5822
9467,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,166.5,2,0.4,-66.6
9468,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,12.96,2,0.0,6.2208
9469,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,110.96,2,0.0,53.2608
9470,Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,99.98,2,0.0,3.9992
9471,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,11.424,1,0.2,3.7128
9472,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,128.124,2,0.1,24.2012
9473,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,101.4,5,0.0,38.532
9482,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,319.984,2,0.2,91.9954
9486,Same Day,Consumer,United States,Wheeling,West Virginia,26003,East,Furniture,Tables,673.344,3,0.3,-76.9536
9487,First Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,Fasteners,6.54,3,0.0,2.1582
9502,Standard Class,Consumer,United States,Rome,New York,13440,East,Office Supplies,Art,32.13,9,0.0,8.3538
9503,Standard Class,Consumer,United States,Rome,New York,13440,East,Office Supplies,Art,2.88,1,0.0,0.8064
9504,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,1091.93,7,0.0,272.9825
9505,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,111.96,2,0.0,54.8604
9510,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,38.34,9,0.0,15.7194
9516,Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Technology,Phones,26.982,3,0.4,4.0473
9517,Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Labels,6.912,3,0.2,2.5056
9518,Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Storage,435.504,3,0.2,48.9942
9532,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,427.644,14,0.1,80.7772
9533,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Fasteners,40.67,7,0.0,12.6077
9534,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,33.48,2,0.0,1.3392
9535,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,9.728,2,0.2,3.2832
9538,First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,16.9,5,0.0,7.774
9539,First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,39.96,2,0.0,18.7812
9547,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,6.848,2,0.2,2.14
9548,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.626,2,0.7,-3.855
9549,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,453.6,3,0.2,90.72
9551,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,577.584,6,0.2,43.3188
9554,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,71.12,5,0.2,9.779
9555,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,3.008,2,0.2,0.564
9556,Second Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Paper,184.66,7,0.0,84.9436
9558,First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,132.52,5,0.2,34.7865
9559,First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Storage,195.64,5,0.2,-44.019
9560,First Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,51.968,2,0.2,10.3936
9561,First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,431.976,3,0.2,-75.5958
9562,First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Machines,224.937,3,0.7,-164.9538
9563,First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Labels,6.0,2,0.2,2.1
9569,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.732,6,0.7,-4.488
9570,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,33.568,2,0.2,1.6784
9571,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,15.84,2,0.2,5.544
9572,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,24.424,1,0.2,7.9378
9573,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,17.12,5,0.2,1.926
9578,First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,1079.85,3,0.0,323.955
9579,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,70.98,1,0.0,3.549
9580,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,29.95,5,0.0,8.6855
9581,First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,589.41,5,0.1,-6.549
9582,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,9.648,6,0.2,3.4974
9583,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,400.784,1,0.2,-5.0098
9593,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.56,2,0.0,3.852
9594,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,11.56,2,0.0,5.6644
9603,Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Tables,376.866,3,0.4,-213.5574
9605,Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Technology,Accessories,70.72,4,0.2,-6.188
9606,Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,194.352,3,0.2,-43.7292
9607,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,21.6,6,0.0,9.936
9608,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,11.07,3,0.0,5.2029
9617,Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,Copiers,899.982,3,0.4,74.9985
9618,Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Office Supplies,Art,86.352,3,0.2,5.397
9619,Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,Accessories,139.96,5,0.2,-1.7495
9620,Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,16.704,6,0.2,1.2528
9621,Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Technology,Accessories,3.152,2,0.2,0.4728
9622,Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,32.896,4,0.2,11.1024
9628,Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Paper,37.408,7,0.2,13.0928
9629,Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Binders,3.438,2,0.7,-2.5212
9630,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,7.152,3,0.2,2.3244
9631,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,179.7,6,0.0,88.053
9633,First Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,Accessories,177.0,3,0.0,30.09
9634,First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Storage,79.45,7,0.0,22.246
9635,First Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Chairs,1628.82,9,0.0,260.6112
9655,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,97.44,3,0.0,35.0784
9656,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,3.984,1,0.2,1.3944
9657,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,13.04,4,0.0,5.7376
9658,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,579.528,4,0.1,83.7096
9672,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,7.968,2,0.2,2.6892
9673,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,1499.97,5,0.4,-374.9925
9677,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,6.99,3,0.0,2.0271
9678,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies,6.84,1,0.0,1.8468
9690,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,7.04,4,0.0,2.0416
9692,Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Storage,470.36,11,0.0,122.2936
9695,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Appliances,73.536,4,0.2,9.192
9697,Same Day,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,30.336,4,0.2,9.48
9702,Standard Class,Home Office,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,11.54,1,0.0,5.5392
9703,Standard Class,Home Office,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,849.95,5,0.0,390.977
9704,Standard Class,Home Office,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,11.01,3,0.0,5.3949
9710,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,273.568,2,0.2,-34.196
9711,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,13.194,2,0.7,-8.796
9712,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,1080.096,6,0.2,-94.5084
9713,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,51.56,5,0.2,-6.445
9714,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,58.416,2,0.2,16.7946
9716,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,37.312,4,0.2,2.7984
9719,Second Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Storage,221.024,2,0.2,-55.256
9721,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,326.646,3,0.1,39.9234
9722,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,89.97,3,0.0,39.5868
9723,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,296.712,13,0.2,100.1403
9726,First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Appliances,286.86,7,0.0,80.3208
9727,First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Technology,Phones,979.95,5,0.0,284.1855
9728,First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Supplies,4.36,2,0.0,0.1744
9735,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,5.88,1,0.2,1.9845
9741,Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Furniture,Bookcases,4404.9,5,0.0,1013.127
9743,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Labels,9.45,3,0.0,4.536
9749,Standard Class,Corporate,United States,Dover,New Hampshire,3820,East,Technology,Accessories,159.98,2,0.0,57.5928
9765,Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Binders,9.84,2,0.0,4.7232
9766,Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,7.78,1,0.0,3.501
9772,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,123.92,5,0.2,38.725
9780,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,437.85,3,0.0,131.355
9781,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,673.568,2,0.2,252.588
9782,Second Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,274.8,5,0.0,134.652
9783,Second Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,Storage,62.18,1,0.0,16.7886
9784,Second Class,Corporate,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,8.28,2,0.0,2.9808
9796,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Art,10.368,2,0.2,1.5552
9797,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,235.188,2,0.4,-43.1178
9798,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,26.376,4,0.4,2.6376
9799,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Accessories,10.384,2,0.2,2.2066
9800,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,107.118,3,0.4,-21.4236
9802,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.328,2,0.2,1.2064
9803,Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,135.99,1,0.0,36.7173
9804,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,7.38,1,0.0,2.1402
9811,First Class,Consumer,United States,East Orange,New Jersey,7017,East,Office Supplies,Paper,25.92,4,0.0,12.4416
9812,First Class,Consumer,United States,East Orange,New Jersey,7017,East,Office Supplies,Art,34.65,3,0.0,9.702
